w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[0.65801918],[0.34198082],[0.00385889],[4.89294156],[0.01350294],[0.00944628],[-0.06153433],[-0.00030027],0.0,[4.89294156],[4.89294156]
[0.67177667],[0.32822333],[0.01052192],[4.94442467],[0.01351762],[0.00945251],[-0.03975616],[0.00035956],0.0,[4.94442467],[4.94442467]
[0.69915082],[0.30084918],[0.00726893],[4.98036535],[0.01350415],[0.00944191],[-0.0008123],[-0.00076263],0.0,[4.98036535],[4.98036535]
[0.41365008],[0.58634992],[-0.03049024],[4.82851279],[0.0138495],[0.00968301],[-0.50040615],[0.02445215],0.0,[4.82851279],[4.82851279]
[0.32303611],[0.67696389],[0.00161863],[4.83632837],[0.01381436],[0.00965716],[-0.75020307],[0.02177863],0.0,[4.83632837],[4.83632837]
[0.28944042],[0.71055958],[-0.00368617],[4.81850084],[0.01380294],[0.0096345],[-0.86084508],[0.01942974],0.0,[4.81850084],[4.81850084]
[0.29291759],[0.70708241],[-0.00214654],[4.80815772],[0.01377645],[0.00960935],[-0.85082381],[0.01681605],0.0,[4.80815772],[4.80815772]
[0.31466055],[0.68533945],[0.00232679],[4.81934528],[0.01375072],[0.00958451],[-0.78109074],[0.01422715],0.0,[4.81934528],[4.81934528]
[0.34579313],[0.65420687],[-0.00365496],[4.80173076],[0.01374056],[0.00956201],[-0.68748294],[0.0118775],0.0,[4.80173076],[4.80173076]
[0.37769745],[0.62230255],[-0.00585585],[4.77361256],[0.01376094],[0.00954561],[-0.59774845],[0.01016028],0.0,[4.77361256],[4.77361256]
[0.42072473],[0.57927527],[-0.00313964],[4.75862513],[0.01373742],[0.00952223],[-0.49157395],[0.00770799],0.0,[4.75862513],[4.75862513]
[0.45762529],[0.54237471],[-0.00693481],[4.72562499],[0.01375475],[0.00950995],[-0.40624093],[0.00641816],0.0,[4.72562499],[4.72562499]
[0.50452395],[0.49547605],[-0.00446654],[4.70451781],[0.0137364],[0.0094896],[-0.31001113],[0.00427563],0.0,[4.70451781],[4.70451781]
[0.56789993],[0.43210007],[-0.00125382],[4.69861918],[0.0137],[0.00946399],[-0.19433532],[0.00157319],0.0,[4.69861918],[4.69861918]
[0.585104],[0.414896],[0.01107025],[4.75063409],[0.01373794],[0.00947354],[-0.16172523],[0.0025823],0.0,[4.75063409],[4.75063409]
[0.56871922],[0.43128078],[-0.01199626],[4.69364426],[0.01378461],[0.00948921],[-0.18673673],[0.00423496],0.0,[4.69364426],[4.69364426]
[0.56591493],[0.43408507],[-0.008891],[4.65191306],[0.01379583],[0.00948603],[-0.190866],[0.00389991],0.0,[4.65191306],[4.65191306]
[0.50590714],[0.49409286],[0.01501147],[4.72174512],[0.01389683],[0.0095251],[-0.29566227],[0.00800917],0.0,[4.72174512],[4.72174512]
[0.42423811],[0.57576189],[0.01552986],[4.79507314],[0.01404293],[0.00956832],[-0.46126227],[0.01253725],0.0,[4.79507314],[4.79507314]
[0.41916271],[0.58083729],[-0.00094595],[4.79053725],[0.01400543],[0.0095423],[-0.47597159],[0.00981362],0.0,[4.79053725],[4.79053725]
[0.44070495],[0.55929505],[-0.00409191],[4.77093481],[0.01398612],[0.00952091],[-0.42723484],[0.00756996],0.0,[4.77093481],[4.77093481]
[0.42835923],[0.57164077],[-0.01224032],[4.71253702],[0.01409978],[0.00953795],[-0.44755495],[0.0093575],0.0,[4.71253702],[4.71253702]
[0.45173329],[0.54826671],[-0.00313734],[4.69775221],[0.01407184],[0.00951459],[-0.39640875],[0.00690525],0.0,[4.69775221],[4.69775221]
[0.49395121],[0.50604879],[-0.0030511],[4.68341888],[0.01404237],[0.00949114],[-0.30915982],[0.00443822],0.0,[4.68341888],[4.68341888]
[0.55312631],[0.44687369],[-0.0015522],[4.67614929],[0.01400585],[0.00946577],[-0.19861485],[0.0017614],0.0,[4.67614929],[4.67614929]
[0.52630826],[0.47369174],[0.01476347],[4.74518546],[0.01410587],[0.00950289],[-0.24119775],[0.00567561],0.0,[4.74518546],[4.74518546]
[0.49230101],[0.50769899],[-0.01201779],[4.68815881],[0.01416911],[0.0095185],[-0.30352118],[0.00731689],0.0,[4.68815881],[4.68815881]
[0.4494664],[0.5505336],[0.01271119],[4.7477509],[0.01425815],[0.00953893],[-0.38828628],[0.00946103],0.0,[4.7477509],[4.7477509]
[0.45258134],[0.54741866],[0.0051967],[4.77242356],[0.01424429],[0.00952052],[-0.3823527],[0.00752838],0.0,[4.77242356],[4.77242356]
[0.48412112],[0.51587888],[-0.00292946],[4.75844293],[0.01421351],[0.00949684],[-0.31714812],[0.00503887],0.0,[4.75844293],[4.75844293]
[0.5299419],[0.4700581],[-0.00407628],[4.7390462],[0.01418848],[0.00947557],[-0.22847843],[0.00279617],0.0,[4.7390462],[4.7390462]
[0.52050723],[0.47949277],[0.01283555],[4.79987448],[0.01426207],[0.00949725],[-0.24126854],[0.00508117],0.0,[4.79987448],[4.79987448]
[0.5371161],[0.4628839],[0.0064399],[4.83078519],[0.01425201],[0.00948316],[-0.21056349],[0.00359717],0.0,[4.83078519],[4.83078519]
[0.55122332],[0.44877668],[0.00866609],[4.8726492],[0.01426256],[0.00947887],[-0.18389787],[0.00314465],0.0,[4.8726492],[4.8726492]
[0.59179408],[0.40820592],[-0.0041257],[4.85254613],[0.01423439],[0.00945777],[-0.11485658],[0.00091631],0.0,[4.85254613],[4.85254613]
[0.6528493],[0.3471507],[-0.00311203],[4.83744486],[0.01420075],[0.00943461],[-0.01903479],[-0.00153574],0.0,[4.83744486],[4.83744486]
[0.60927862],[0.39072138],[0.01534234],[4.9116626],[0.01426791],[0.00947707],[-0.0833877],[0.00295481],0.0,[4.9116626],[4.9116626]
[0.62462083],[0.37537917],[-0.00424133],[4.8908306],[0.0142382],[0.00945626],[-0.06060264],[0.00075635],0.0,[4.8908306],[4.8908306]
[0.67533991],[0.32466009],[-0.00244843],[4.87885576],[0.01420214],[0.00943203],[0.01493264],[-0.00180936],0.0,[4.87885576],[4.87885576]
[0.59360924],[0.40639076],[-0.01728194],[4.79453965],[0.0142898],[0.00949282],[-0.10790903],[0.00461501],0.0,[4.79453965],[4.79453965]
[0.58299414],[0.41700586],[-0.00591882],[4.76616165],[0.01426995],[0.00947689],[-0.12734302],[0.00293554],0.0,[4.76616165],[4.76616165]
[0.58675645],[0.41324355],[0.00829078],[4.80567684],[0.01426927],[0.00947079],[-0.12095818],[0.00229147],0.0,[4.80567684],[4.80567684]
[0.61549213],[0.38450787],[0.00577419],[4.83342572],[0.01424844],[0.00945445],[-0.07460616],[0.00056508],0.0,[4.83342572],[4.83342572]
[0.67041857],[0.32958143],[0.00338029],[4.8497641],[0.01421499],[0.00943181],[0.00852311],[-0.00183305],0.0,[4.8497641],[4.8497641]
[0.64661007],[0.35338993],[-0.01364946],[4.78356742],[0.01425633],[0.00946008],[-0.02473123],[0.00115971],0.0,[4.78356742],[4.78356742]
[0.38288163],[0.61711837],[0.03545114],[4.95315033],[0.01478458],[0.0097927],[-0.51236562],[0.03571595],0.0,[4.95315033],[4.95315033]
[0.30051227],[0.69948773],[0.00375577],[4.97175324],[0.01476124],[0.00976976],[-0.75618281],[0.03337091],0.0,[4.97175324],[4.97175324]
[0.26651724],[0.73348276],[-0.00244883],[4.95957828],[0.01473382],[0.00974461],[-0.8780914],[0.03079358],0.0,[4.95957828],[4.95957828]
[0.25121766],[0.74878234],[0.00234142],[4.97119075],[0.01470681],[0.00971939],[-0.9390457],[0.02820221],0.0,[4.97119075],[4.97119075]
[0.24417993],[0.75582007],[-0.00176592],[4.96241201],[0.0146765],[0.00969358],[-0.96952285],[0.02554267],0.0,[4.96241201],[4.96241201]
[0.24111444],[0.75888556],[-0.00074328],[4.95872354],[0.01463832],[0.00966711],[-0.98476143],[0.02280831],0.0,[4.95872354],[4.95872354]
[0.23987377],[0.76012623],[0.00122569],[4.96480142],[0.01460235],[0.00964098],[-0.99238071],[0.02010206],0.0,[4.96480142],[4.96480142]
[0.25584199],[0.74415801],[-0.00083567],[4.9606525],[0.01456499],[0.0096147],[-0.93049527],[0.0173722],0.0,[4.9606525],[4.9606525]
[0.28002227],[0.71997773],[0.00360432],[4.97853228],[0.01456079],[0.009592],[-0.84047447],[0.01500907],0.0,[4.97853228],[4.97853228]
[0.31376265],[0.68623735],[0.00174955],[4.98724247],[0.01452754],[0.00956653],[-0.72899325],[0.01235024],0.0,[4.98724247],[4.98724247]
[0.3563419],[0.6436581],[4.97242689e-05],[4.98749046],[0.01448763],[0.00954026],[-0.60448991],[0.00959973],0.0,[4.98749046],[4.98749046]
[0.39656703],[0.60343297],[-0.00557529],[4.95968377],[0.01449539],[0.00952301],[-0.49700057],[0.00779022],0.0,[4.95968377],[4.95968377]
[0.4493401],[0.5506599],[-0.00061385],[4.95663929],[0.01445612],[0.00949696],[-0.3747778],[0.0050511],0.0,[4.95663929],[4.95663929]
[0.43663938],[0.56336062],[0.01399115],[5.02598836],[0.0145982],[0.0095274],[-0.39367013],[0.00825125],0.0,[5.02598836],[5.02598836]
[0.46459368],[0.53540632],[-0.00012144],[5.02537803],[0.01455813],[0.00950124],[-0.3343629],[0.00550111],0.0,[5.02537803],[5.02537803]
[0.51397124],[0.48602876],[-0.00044265],[5.02315355],[0.01451836],[0.00947519],[-0.23609435],[0.00275652],0.0,[5.02315355],[5.02315355]
[0.54115172],[0.45884828],[-0.00920379],[4.97692152],[0.01453979],[0.00947373],[-0.18308714],[0.0026016],0.0,[4.97692152],[4.97692152]
[0.56889715],[0.43110285],[-0.00769057],[4.93864615],[0.0145385],[0.00946486],[-0.13317627],[0.00166531],0.0,[4.93864615],[4.93864615]
[0.62595473],[0.37404527],[-0.0010472],[4.93347439],[0.01449926],[0.00943918],[-0.0403003],[-0.00105151],0.0,[4.93347439],[4.93347439]
[0.69051752],[0.30948248],[0.00495436],[4.9579166],[0.01447112],[0.0094204],[0.05592051],[-0.00304283],0.0,[4.9579166],[4.9579166]
[0.76234844],[0.23765156],[-0.00506849],[4.93278747],[0.01444174],[0.00940203],[0.15285066],[-0.00499562],0.0,[4.93278747],[4.93278747]
[0.78408539],[0.21591461],[0.01071702],[4.98565225],[0.01443949],[0.00940974],[0.18080871],[-0.00417534],0.0,[4.98565225],[4.98565225]
[0.82754793],[0.17245207],[0.00628279],[5.01697604],[0.01441196],[0.00939543],[0.23284968],[-0.00569781],0.0,[5.01697604],[5.01697604]
[0.89467223],[0.10532777],[-0.00494263],[4.992179],[0.01437923],[0.00937677],[0.30856649],[-0.00768567],0.0,[4.992179],[4.992179]
[0.67766545],[0.32233455],[-0.02215264],[4.88158906],[0.01445667],[0.00949387],[0.03613371],[0.00472598],0.0,[4.88158906],[4.88158906]
[0.60194693],[0.39805307],[-0.00823862],[4.8413715],[0.01444532],[0.00948744],[-0.08313622],[0.00404812],0.0,[4.8413715],[4.8413715]
[0.59724886],[0.40275114],[-0.00495617],[4.81737686],[0.0144188],[0.0094685],[-0.09280957],[0.00204966],0.0,[4.81737686],[4.81737686]
[0.63815236],[0.36184764],[0.00073695],[4.82092701],[0.01437944],[0.00944265],[-0.02929934],[-0.00068422],0.0,[4.82092701],[4.82092701]
[0.65746504],[0.34253496],[0.00956121],[4.8670209],[0.01438243],[0.0094433],[0.00072305],[-0.00061491],0.0,[4.8670209],[4.8670209]
[0.6726574],[0.3273426],[-0.00890866],[4.82366228],[0.01437832],[0.00944045],[0.02328175],[-0.00091681],0.0,[4.82366228],[4.82366228]
[0.72341847],[0.27658153],[0.00353817],[4.84072923],[0.014344],[0.00941817],[0.09364371],[-0.00328011],0.0,[4.84072923],[4.84072923]
[0.79999464],[0.20000536],[-0.00275071],[4.8274138],[0.01430744],[0.00939451],[0.1917088],[-0.00579548],0.0,[4.8274138],[4.8274138]
[0.83722096],[0.16277904],[-0.00968589],[4.78065602],[0.01429644],[0.00939613],[0.23642225],[-0.00562271],0.0,[4.78065602],[4.78065602]
[0.77788897],[0.22211103],[0.0145094],[4.85002045],[0.01431468],[0.00943175],[0.16419333],[-0.00183929],0.0,[4.85002045],[4.85002045]
[0.80429635],[0.19570365],[-0.00158966],[4.84231058],[0.01427619],[0.00940658],[0.19488485],[-0.00451153],0.0,[4.84231058],[4.84231058]
[0.86875706],[0.13124294],[-0.00349338],[4.82539457],[0.01424066],[0.00938431],[0.26948868],[-0.00688185],0.0,[4.82539457],[4.82539457]
[0.9336272],[0.0663728],[0.00678356],[4.85812793],[0.01421326],[0.00937201],[0.33957649],[-0.00819329],0.0,[4.85812793],[4.85812793]
[0.949551],[0.050449],[-0.01059939],[4.80663475],[0.01419918],[0.00937918],[0.35549722],[-0.00742836],0.0,[4.80663475],[4.80663475]
[0.7099844],[0.2900156],[0.02168134],[4.91084902],[0.01426076],[0.00949027],[0.06907836],[0.00434681],0.0,[4.91084902],[4.91084902]
[0.66075457],[0.33924543],[-0.00045682],[4.90860563],[0.01422168],[0.00946427],[-0.00552625],[0.00160262],0.0,[4.90860563],[4.90860563]
[0.67131721],[0.32868279],[0.00478992],[4.93211743],[0.0141926],[0.00944494],[0.00828644],[-0.00044198],0.0,[4.93211743],[4.93211743]
[0.68610966],[0.31389034],[0.00840629],[4.97357824],[0.01418369],[0.00943955],[0.02945399],[-0.00101243],0.0,[4.97357824],[4.97357824]
[0.74042581],[0.25957419],[0.00271485],[4.98708078],[0.01414768],[0.00941577],[0.10310005],[-0.00353492],0.0,[4.98708078],[4.98708078]
[0.81942404],[0.18057596],[0.00294602],[5.00177283],[0.01411183],[0.00939244],[0.20193924],[-0.00601557],0.0,[5.00177283],[5.00177283]
[0.92310965],[0.07689035],[-0.00149256],[4.99430737],[0.01407373],[0.00936729],[0.31838228],[-0.00869651],0.0,[4.99430737],[4.99430737]
[0.88795419],[0.11204581],[-0.01454334],[4.92167348],[0.01408357],[0.00940347],[0.28025269],[-0.00484246],0.0,[4.92167348],[4.92167348]
[0.90657992],[0.09342008],[-0.00630766],[4.89062925],[0.01405477],[0.00938927],[0.29896534],[-0.00635356],0.0,[4.89062925],[4.89062925]
[0.78898592],[0.21101408],[0.01665563],[4.97208574],[0.01408198],[0.00944439],[0.1619685],[-0.00049943],0.0,[4.97208574],[4.97208574]
[0.73792535],[0.26207465],[0.00938933],[5.01877028],[0.01407079],[0.00944409],[0.09426745],[-0.00053133],0.0,[5.01877028],[5.01877028]
[0.76611703],[0.23388297],[-0.00046355],[5.01644385],[0.01403223],[0.00941821],[0.12901541],[-0.00327527],0.0,[5.01644385],[5.01644385]
[0.83731756],[0.16268244],[0.00016149],[5.01725394],[0.01399369],[0.00939235],[0.21513372],[-0.00602504],0.0,[5.01725394],[5.01725394]
[0.87725493],[0.12274507],[0.0092208],[5.06351704],[0.01397897],[0.00939142],[0.26067533],[-0.00612434],0.0,[5.06351704],[5.06351704]
[0.96028976],[0.03971024],[0.00219363],[5.07462452],[0.01394178],[0.00936703],[0.34844925],[-0.00872446],0.0,[5.07462452],[5.07462452]
[0.95715974],[0.04284026],[-0.0121976],[5.01272626],[0.01393531],[0.00938489],[0.34471988],[-0.00681981],0.0,[5.01272626],[5.01272626]
[0.88043544],[0.11956456],[0.01389386],[5.08237238],[0.01393853],[0.00941552],[0.26139718],[-0.00356149],0.0,[5.08237238],[5.08237238]
[0.8454622],[0.1545378],[0.00941594],[5.13022772],[0.01392272],[0.00941552],[0.21972963],[-0.00356124],0.0,[5.13022772],[5.13022772]
[0.78887539],[0.21112461],[0.01229175],[5.1932872],[0.01392604],[0.00943369],[0.15069294],[-0.00163312],0.0,[5.1932872],[5.1932872]
[0.77699755],[0.22300245],[-0.00809445],[5.1512504],[0.01390871],[0.00942686],[0.13427621],[-0.00235719],0.0,[5.1512504],[5.1512504]
[0.81296221],[0.18703779],[-0.00475338],[5.12676453],[0.01387799],[0.00940756],[0.17731275],[-0.00440699],0.0,[5.12676453],[5.12676453]
[0.81672307],[0.18327693],[0.01052637],[5.18073077],[0.01387291],[0.00941406],[0.18156203],[-0.00371623],0.0,[5.18073077],[5.18073077]
[0.82547327],[0.17452673],[-0.00888569],[5.1346964],[0.01385838],[0.00941124],[0.19117062],[-0.00401558],0.0,[5.1346964],[5.1346964]
[0.85693689],[0.14306311],[-0.0069807],[5.09885265],[0.01383459],[0.00939962],[0.22685994],[-0.00525099],0.0,[5.09885265],[5.09885265]
[0.93438611],[0.06561389],[0.00188275],[5.10845253],[0.01379753],[0.00937484],[0.31070304],[-0.00789092],0.0,[5.10845253],[5.10845253]
[0.9503759],[0.0496241],[0.01099392],[5.16461444],[0.01378716],[0.00938449],[0.32691898],[-0.0068627],0.0,[5.16461444],[5.16461444]
[1.02893819],[-0.02893819],[-0.00049777],[5.16204363],[0.01374934],[0.00935878],[0.40359755],[-0.00960552],0.0,[5.16204363],[5.16204363]
[1.13860525],[-0.13860525],[0.00327283],[5.17893812],[0.0137136],[0.00933622],[0.50227155],[-0.01201891],0.0,[5.17893812],[5.17893812]
[1.06502229],[-0.06502229],[-0.01534955],[5.09944373],[0.01371225],[0.00937974],[0.43536488],[-0.00736916],0.0,[5.09944373],[5.09944373]
[1.09860852],[-0.09860852],[-0.00296752],[5.08431105],[0.01367614],[0.00935655],[0.4637762],[-0.00984375],0.0,[5.08431105],[5.08431105]
[0.82327921],[0.17672079],[-0.02178923],[4.97352782],[0.01371737],[0.00946939],[0.17828219],[0.00214424],0.0,[4.97352782],[4.97352782]
[0.76553166],[0.23446834],[-0.00137362],[4.96669607],[0.01368027],[0.00944393],[0.10284893],[-0.00054831],0.0,[4.96669607],[4.96669607]
[0.78148312],[0.21851688],[0.00406459],[4.98688367],[0.01364827],[0.0094228],[0.12113054],[-0.00278824],0.0,[4.98688367],[4.98688367]
[0.80046918],[0.19953082],[-0.00841901],[4.94489906],[0.01363431],[0.00941759],[0.14411131],[-0.00334184],0.0,[4.94489906],[4.94489906]
[0.86423128],[0.13576872],[0.00282026],[4.95884496],[0.01359932],[0.00939404],[0.21818398],[-0.00584513],0.0,[4.95884496],[4.95884496]
[0.95499428],[0.04500572],[-0.00329256],[4.94251767],[0.01356493],[0.00937141],[0.31551702],[-0.008257],0.0,[4.94251767],[4.94251767]
[1.06700834],[-0.06700834],[-0.00340173],[4.92570457],[0.01353025],[0.00934907],[0.42386594],[-0.0106443],0.0,[4.92570457],[4.92570457]
[1.14368215],[-0.14368215],[0.00838652],[4.96701408],[0.01350566],[0.00934406],[0.49144136],[-0.01118034],0.0,[4.96701408],[4.96701408]
[0.97362546],[0.02637454],[0.01832436],[5.05803144],[0.01352085],[0.00941671],[0.33158368],[-0.00343452],0.0,[5.05803144],[5.05803144]
[0.96453099],[0.03546901],[0.00110632],[5.06362724],[0.01348397],[0.00939121],[0.31946772],[-0.00614704],0.0,[5.06362724],[5.06362724]
[0.85741191],[0.14258809],[-0.01520342],[4.98664276],[0.01349755],[0.00943287],[0.20275078],[-0.00172068],0.0,[4.98664276],[4.98664276]
[0.86717697],[0.13282303],[0.00151806],[4.99421279],[0.0134611],[0.00940763],[0.21137115],[-0.00439983],0.0,[4.99421279],[4.99421279]
[0.76289289],[0.23710711],[-0.01603597],[4.91412575],[0.01349397],[0.00945667],[0.08568423],[0.00080005],0.0,[4.91412575],[4.91412575]
[0.70270983],[0.29729017],[-0.01069352],[4.86157643],[0.01349712],[0.0094639],[0.00374406],[0.00156392],0.0,[4.86157643],[4.86157643]
[0.72331873],[0.27668127],[-0.00142953],[4.85462668],[0.01346093],[0.0094385],[0.0299654],[-0.00112373],0.0,[4.85462668],[4.85462668]
[0.69889747],[0.30110253],[0.01220035],[4.91385481],[0.01348163],[0.00945585],[-0.00284382],[0.00071306],0.0,[4.91385481],[4.91385481]
[0.72782498],[0.27217502],[-0.00425898],[4.8929268],[0.01345231],[0.00943515],[0.03553554],[-0.0014783],0.0,[4.8929268],[4.8929268]
[0.70256127],[0.29743873],[0.01255704],[4.9543675],[0.01347575],[0.00945509],[0.00194852],[0.00063277],0.0,[4.9543675],[4.9543675]
[0.70228756],[0.29771244],[-0.00829652],[4.9132635],[0.01346743],[0.00944912],[0.00094113],[1.32516641e-06],0.0,[4.9132635],[4.9132635]
[0.72489718],[0.27510282],[0.00700424],[4.94767719],[0.01345052],[0.00943744],[0.03137153],[-0.00123604],0.0,[4.94767719],[4.94767719]
[0.73595534],[0.26404466],[0.00945519],[4.99445842],[0.01344806],[0.00943754],[0.04632855],[-0.00122571],0.0,[4.99445842],[4.99445842]
[0.70580876],[0.29419124],[-0.01229863],[4.93303342],[0.01346843],[0.0094556],[0.00601695],[0.00068589],0.0,[4.93303342],[4.93303342]
[0.74102116],[0.25897884],[0.00182802],[4.94205109],[0.01343275],[0.00943059],[0.05204885],[-0.00196161],0.0,[4.94205109],[4.94205109]
[0.7987422],[0.2012578],[0.00493323],[4.96643134],[0.0134048],[0.00941179],[0.12497484],[-0.00395802],0.0,[4.96643134],[4.96643134]
[0.88839359],[0.11160641],[0.00141355],[4.97345165],[0.0133686],[0.00938652],[0.22864715],[-0.00664639],0.0,[4.97345165],[4.97345165]
[1.00286683],[-0.00286683],[-0.00163615],[4.96531432],[0.01333258],[0.00936152],[0.34715301],[-0.00931318],0.0,[4.96531432],[4.96531432]
[0.96640361],[0.03359639],[0.01451003],[5.03736118],[0.01333908],[0.00939746],[0.31060383],[-0.00548109],0.0,[5.03736118],[5.03736118]
[0.99606547],[0.00393453],[0.00537421],[5.06443303],[0.01330881],[0.0093801],[0.33856302],[-0.00733044],0.0,[5.06443303],[5.06443303]
[0.92889237],[0.07110763],[0.01398103],[5.13523903],[0.0133129],[0.00941148],[0.26905064],[-0.00399077],0.0,[5.13523903],[5.13523903]
[0.95531082],[0.04468918],[0.00330859],[5.15222942],[0.01327894],[0.00938883],[0.29454019],[-0.00640059],0.0,[5.15222942],[5.15222942]
[1.01970968],[-0.01970968],[-0.00487998],[5.12708663],[0.01324788],[0.00937001],[0.3574351],[-0.0084066],0.0,[5.12708663],[5.12708663]
[1.12504357],[-0.12504357],[-0.00241272],[5.11471638],[0.01321266],[0.00934598],[0.4530761],[-0.01097434],0.0,[5.11471638],[5.11471638]
[1.24948712],[-0.24948712],[0.0042421],[5.13641351],[0.01317935],[0.0093256],[0.55546327],[-0.01315701],0.0,[5.13641351],[5.13641351]
[1.41040622],[-0.41040622],[0.00139525],[5.14358007],[0.01314342],[0.00930056],[0.67387805],[-0.01584586],0.0,[5.14358007],[5.14358007]
1.5,-0.5,[-8.92906119e-05],[5.1431208],[0.01310731],[0.00927502],[0.80184369],[-0.01859619],0.0,[5.1431208],[5.1431208]
1.5,-0.5,[-0.00568099],[5.11390277],[0.01307425],[0.00925911],[0.90092184],[-0.02031308],0.0,[5.11390277],[5.11390277]
[1.4933528],[-0.4933528],[0.01947283],[5.21348492],[0.01307399],[0.00934564],[0.72572779],[-0.01101067],0.0,[5.21348492],[5.21348492]
[1.45330522],[-0.45330522],[-0.00373425],[5.19401645],[0.01303935],[0.00932407],[0.69589118],[-0.01332109],0.0,[5.19401645],[5.19401645]
1.5,-0.5,[0.00530691],[5.22158061],[0.01300641],[0.00930677],[0.72742007],[-0.01517898],0.0,[5.22158061],[5.22158061]
1.5,-0.5,[0.00079879],[5.22575155],[0.01297075],[0.00928139],[0.81144117],[-0.01790925],0.0,[5.22575155],[5.22575155]
1.5,-0.5,[-0.00017533],[5.22483534],[0.01293513],[0.00925591],[0.90572059],[-0.02065885],0.0,[5.22483534],[5.22483534]
1.5,-0.5,[-0.00846858],[5.18058842],[0.01290626],[0.00925177],[0.95286029],[-0.02110586],0.0,[5.18058842],[5.18058842]
1.5,-0.5,[0.00076667],[5.18456022],[0.01287088],[0.00922653],[0.97643015],[-0.0238375],0.0,[5.18456022],[5.18456022]
1.5,-0.5,[0.00181767],[5.19398406],[0.01283586],[0.00920217],[0.98821507],[-0.02648105],0.0,[5.19398406],[5.19398406]
1.5,-0.5,[-0.02388412],[5.06993031],[0.01285452],[0.00934585],[0.76880829],[-0.01098803],0.0,[5.06993031],[5.06993031]
[1.48071826],[-0.48071826],[-0.00617253],[5.03863601],[0.01282275],[0.00933139],[0.69782765],[-0.01253694],0.0,[5.03863601],[5.03863601]
[0.78598174],[0.21401826],[0.02931864],[5.18636197],[0.01287172],[0.00955578],[0.06829037],[0.01122494],0.0,[5.18636197],[5.18636197]
[0.59604284],[0.40395716],[0.006537],[5.22026523],[0.01285101],[0.00954182],[-0.20994109],[0.00976345],0.0,[5.22026523],[5.22026523]
[0.55701795],[0.44298205],[-0.00037396],[5.21831307],[0.01281582],[0.00951565],[-0.28039813],[0.0070171],0.0,[5.21831307],[5.21831307]
[0.55992296],[0.44007704],[-0.00617321],[5.18609934],[0.01280746],[0.00950052],[-0.27584891],[0.00542599],0.0,[5.18609934],[5.18609934]
[0.59507088],[0.40492912],[-0.00397059],[5.16550746],[0.0127834],[0.00947899],[-0.21684802],[0.00315694],0.0,[5.16550746],[5.16550746]
[0.64936908],[0.35063092],[-0.00409672],[5.14434581],[0.01275877],[0.00945782],[-0.13145614],[0.00092129],0.0,[5.14434581],[5.14434581]
[0.6490117],[0.3509883],[0.01192414],[5.20568771],[0.01279561],[0.0094731],[-0.12912327],[0.00253581],0.0,[5.20568771],[5.20568771]
[0.69785283],[0.30214717],[0.00039417],[5.20773965],[0.01276052],[0.00944713],[-0.05931162],[-0.00021],0.0,[5.20773965],[5.20773965]
[0.77130298],[0.22869702],[-0.00280248],[5.19314507],[0.01272905],[0.00942346],[0.03829229],[-0.00271792],0.0,[5.19314507],[5.19314507]
[0.86240807],[0.13759193],[0.00328323],[5.21019537],[0.01269793],[0.00940073],[0.14749133],[-0.00513381],0.0,[5.21019537],[5.21019537]
[0.97705788],[0.02294212],[-0.00127035],[5.20357658],[0.01266353],[0.00937538],[0.26959634],[-0.00783403],0.0,[5.20357658],[5.20357658]
[1.11411555],[-0.11411555],[-0.00127148],[5.19696036],[0.01262912],[0.0093501],[0.39814528],[-0.01053388],0.0,[5.19696036],[5.19696036]
[1.26239028],[-0.26239028],[0.00367602],[5.21606451],[0.01259682],[0.00932839],[0.52053068],[-0.01285832],0.0,[5.21606451],[5.21606451]
[1.36104463],[-0.36104463],[-0.00846767],[5.17189662],[0.01257195],[0.00932388],[0.59380028],[-0.0133414],0.0,[5.17189662],[5.17189662]
[1.22214636],[-0.22214636],[0.0164663],[5.25705864],[0.0125696],[0.00937792],[0.48596929],[-0.00756277],0.0,[5.25705864],[5.25705864]
[1.11372732],[-0.11372732],[0.01180884],[5.3191384],[0.0125556],[0.00939297],[0.39195824],[-0.00595894],0.0,[5.3191384],[5.3191384]
[1.13895405],[-0.13895405],[-0.00162946],[5.31047108],[0.01252157],[0.00936795],[0.41164238],[-0.00862653],0.0,[5.31047108],[5.31047108]
[1.23539775],[-0.23539775],[0.00030518],[5.31209171],[0.01248719],[0.00934224],[0.49017587],[-0.01137419],0.0,[5.31209171],[5.31209171]
[1.19236187],[-0.19236187],[-0.01354557],[5.24013641],[0.01247922],[0.00937045],[0.45408005],[-0.00835968],0.0,[5.24013641],[5.24013641]
[1.17982975],[-0.17982975],[-0.00897075],[5.19312847],[0.01245733],[0.0093683],[0.44175897],[-0.00858876],0.0,[5.19312847],[5.19312847]
[1.15606533],[-0.15606533],[0.01037734],[5.24701932],[0.01244027],[0.00937414],[0.42004035],[-0.00796643],0.0,[5.24701932],[5.24701932]
[1.02380548],[-0.02380548],[0.01516144],[5.32657167],[0.01244418],[0.00941559],[0.29885885],[-0.00355355],0.0,[5.32657167],[5.32657167]
[1.03502135],[-0.03502135],[0.00019071],[5.32758748],[0.01241001],[0.00938974],[0.30700441],[-0.006303],0.0,[5.32758748],[5.32758748]
